chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.breaks,parameters.chromInfo,parameters.dbkey,parameters.density,parameters.frequency,parameters.input,parameters.input|__identifier__,parameters.numerical_column,parameters.numerical_column.__class__,parameters.numerical_column.value,parameters.title,parameters.xlab,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-05-07 08:24:56.761991,slurm_normal,1430987123.0,0,1.0,main_w2_handler1,2296736,9418386,False,,230966,interval,3747877.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""True""","""False""",19622463,,"""6""",,,"""Histogram""","""V1""",32.0,,22928140,1430987117.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-05-07 08:25:26.705000,,6.0
,,2015-06-20 00:55:01.574821,slurm_normal,1434764916.0,0,1.0,main_w2_handler1,2348812,9697320,False,,37822248,tabular,4006138.roundup,slurm,,132112168.0,corral-repl,,"""e4631d2a16e611e5b04c005056a52a46""","""44""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""True""",20076186,,,UnvalidatedValue,2,"""Length Distribution rRNA""","""Length (nt)""",32.0,,22292052,1434764895.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-06-20 01:48:39.230026,53665.0,21.0
,,2015-05-07 08:23:24.500528,slurm_normal,1430987031.0,0,1.0,main_w1_handler1,2296735,9418367,False,,26063,interval,3747857.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""False""",19622601,,"""2""",,,"""Histogram""","""V1""",32.0,,22928136,1430987024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-05-07 08:23:56.392432,,7.0
,,2015-05-07 08:23:32.845936,slurm_normal,1430987043.0,0,1.0,main_w1_handler1,2296729,9418371,False,,230966,interval,3747863.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""False""",19622485,,"""6""",,,"""Histogram""","""V1""",32.0,,22928095,1430987037.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-05-07 08:24:05.344257,,6.0
,,2015-05-07 08:26:58.689963,slurm_normal,1430987240.0,0,1.0,main_w2_handler0,2296735,9418412,False,,230966,interval,3747905.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""False""",19622483,,"""6""",,,"""Histogram""","""V1""",32.0,,22928136,1430987235.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-05-07 08:27:24.070711,,5.0
,,2015-05-07 08:44:30.255380,slurm_normal,1430988294.0,0,1.0,main_w1_handler1,2296778,9418626,False,,26063,interval,3748112.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""True""","""False""",19622793,,"""6""",,,"""Histogram""","""V1""",32.0,,22928801,1430988290.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-05-07 08:44:56.913754,,4.0
,,2015-05-07 08:35:48.391055,slurm_normal,1430987769.0,0,1.0,main_w2_handler0,2296736,9418531,False,,10312,interval,3748017.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""True""","""False""",19622760,,"""6""",,,"""Histogram""","""V1""",32.0,,22928140,1430987766.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-05-07 08:36:10.860454,,3.0
,,2015-06-20 00:55:56.280277,slurm_normal,1434764872.0,0,1.0,main_w2_handler0,2348812,9697338,False,,37639824,tabular,4006136.roundup,slurm,,132112168.0,corral-repl,,"""fc34052c16e611e5b04c005056a52a46""","""44""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""True""",20076223,,,UnvalidatedValue,2,"""Length Distribution rRNA""","""Length (nt)""",32.0,,22292052,1434764849.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-06-20 01:47:53.801961,53665.0,23.0
,,2015-06-20 00:55:49.613390,slurm_normal,1434765784.0,0,1.0,main_w2_handler0,2348812,9697335,False,,710085048,tabular,4006174.roundup,slurm,,132112168.0,corral-repl,,"""fc34052c16e611e5b04c005056a52a46""","""44""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""","""True""",20076218,,,UnvalidatedValue,2,"""Length Distribution non-rRNA""","""Length (nt)""",32.0,,22292052,1434765473.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-06-20 02:03:07.371447,53665.0,311.0
,,2015-06-20 00:54:53.537867,slurm_normal,1434765642.0,0,1.0,main_w1_handler1,2348812,9697315,False,,715548840,tabular,4006167.roundup,slurm,,132112168.0,corral-repl,,"""e4631d2a16e611e5b04c005056a52a46""","""44""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""","""True""",20076181,,,UnvalidatedValue,2,"""Length Distribution non-rRNA""","""Length (nt)""",32.0,,22292052,1434765286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-06-20 02:00:44.138485,53665.0,356.0
,,2015-04-10 23:03:44.692796,slurm_normal,1428707045.0,0,1.0,main_w2_handler0,2266137,9198936,False,,545993,interval,3480676.roundup,slurm,,132112168.0,corral-repl,,,"""20""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",19234006,,"""7""",,,"""Histogram""","""V1""",32.0,,22371661,1428707040.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-10 23:04:08.502323,60169.0,5.0
,,2015-04-11 01:13:32.176153,slurm_normal,1428714835.0,0,1.0,main_w2_handler1,2266594,9199586,False,,138156,interval,3481742.roundup,slurm,,132112168.0,corral-repl,,,"""20""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",19234861,,"""7""",,,"""Histogram""","""V1""",32.0,,22371661,1428714832.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-11 01:13:57.585272,60169.0,3.0
,,2015-04-11 01:08:11.707304,slurm_normal,1428714510.0,0,1.0,main_w1_handler0,2266594,9199560,False,,46153,interval,3481701.roundup,slurm,,132112168.0,corral-repl,,,"""20""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",19234854,,"""7""",,,"""Histogram""","""V1""",32.0,,22371661,1428714506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-11 01:08:31.973069,60169.0,4.0
,,2015-04-11 01:22:24.633614,slurm_normal,1428715361.0,0,1.0,main_w2_handler1,2266594,9199619,False,,118358,interval,3481779.roundup,slurm,,132112168.0,corral-repl,,,"""20""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",19234900,,"""7""",,,"""Histogram""","""V1""",32.0,,22371661,1428715357.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-11 01:22:44.875308,60169.0,4.0
,,2015-04-11 01:22:23.861143,slurm_normal,1428715363.0,0,1.0,main_w2_handler0,2266594,9199618,False,,45361,interval,3481780.roundup,slurm,,132112168.0,corral-repl,,,"""20""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",19234899,,"""7""",,,"""Histogram""","""V1""",32.0,,22371661,1428715360.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-11 01:22:48.512646,60169.0,3.0
,,2015-04-11 01:08:12.136575,slurm_normal,1428714515.0,0,1.0,main_w1_handler1,2266594,9199561,False,,129812,interval,3481702.roundup,slurm,,132112168.0,corral-repl,,,"""20""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",19234855,,"""7""",,,"""Histogram""","""V1""",32.0,,22371661,1428714509.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-11 01:08:37.484015,60169.0,6.0
,,2015-04-11 01:13:31.864526,slurm_normal,1428714827.0,0,1.0,main_w1_handler0,2266594,9199585,False,,52590,interval,3481737.roundup,slurm,,132112168.0,corral-repl,,,"""20""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",19234860,,"""7""",,,"""Histogram""","""V1""",32.0,,22371661,1428714824.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-11 01:13:49.280352,60169.0,3.0
,,2015-05-07 10:51:37.056458,slurm_normal,1430995913.0,0,1.0,main_w1_handler1,2280345,9419642,False,,5437,tabular,3749066.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""True""","""True""",19591999,,"""10""",,,"""Histogram""","""Log fold change""",32.0,,22678603,1430995909.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-05-07 10:51:58.111226,62211.0,4.0
,,2015-04-12 05:30:24.335140,slurm_normal,1428816643.0,0,1.0,main_w2_handler1,2267396,9205844,False,,1446929,interval,3487885.roundup,slurm,,132112168.0,corral-repl,,,"""20""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",19245491,,"""11""",,,"""Histogram""","""distance between summits""",32.0,,22102639,1428816635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-12 05:30:45.555231,60169.0,8.0
,,2015-06-20 02:53:48.795488,slurm_normal,1434783946.0,0,1.0,main_w1_handler2,2348825,9697508,False,,429248016,tabular,4006802.roundup,slurm,,132112168.0,corral-repl,,"""8b0d8b6e16f711e5a2cb005056a52a46""","""44""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""","""True""",20076508,,,UnvalidatedValue,2,"""Length Distribution non-rRNA""","""Length (nt)""",32.0,,22292052,1434783759.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-06-20 07:05:48.855664,53665.0,187.0
,,2015-06-20 02:53:33.140643,slurm_normal,1434783749.0,0,1.0,main_w2_handler1,2348825,9697491,False,,423498360,tabular,4006795.roundup,slurm,,132112168.0,corral-repl,,"""820358dc16f711e5a2cb005056a52a46""","""44""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""","""True""",20076483,,,UnvalidatedValue,2,"""Length Distribution non-rRNA""","""Length (nt)""",32.0,,22292052,1434783551.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-06-20 07:02:32.750169,53665.0,198.0
,,2015-06-20 02:53:34.517089,slurm_normal,1434784291.0,0,1.0,main_w1_handler2,2348825,9697494,False,,487963896,tabular,4006817.roundup,slurm,,132112168.0,corral-repl,,"""820358dc16f711e5a2cb005056a52a46""","""44""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""True""",20076488,,,UnvalidatedValue,2,"""Length Distribution rRNA""","""Length (nt)""",32.0,,22292052,1434784053.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-06-20 07:11:33.819266,53665.0,238.0
,,2015-06-20 02:53:50.437549,slurm_normal,1434784434.0,0,1.0,main_w2_handler1,2348825,9697511,False,,493039368,tabular,4006821.roundup,slurm,,132112168.0,corral-repl,,"""8b0d8b6e16f711e5a2cb005056a52a46""","""44""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""True""",20076513,,,UnvalidatedValue,2,"""Length Distribution rRNA""","""Length (nt)""",32.0,,22292052,1434784227.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-06-20 07:13:56.535185,53665.0,207.0
,,2015-05-07 13:34:28.920021,slurm_normal,1431005690.0,0,1.0,main_w2_handler1,2297007,9421855,False,,414752,interval,3751220.roundup,slurm,,132112168.0,corral-repl,,,"""20""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",19626905,,"""6""",,,"""Histogram""","""V1""",32.0,,22875936,1431005685.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-05-07 13:34:56.453333,60169.0,5.0
,,2015-04-13 07:22:13.291895,slurm_normal,1428909751.0,0,1.0,main_w1_handler0,2261778,9213528,False,,14359613,sam,3495386.roundup,slurm,,132112168.0,corral-repl,,,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""True""",19226641,,"""4""",,,"""BWA-MEM optimization""","""V1""",32.0,,20933346,1428909746.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-13 07:22:34.696044,59071.0,5.0
,,2015-04-13 07:15:05.096925,slurm_normal,1428909329.0,0,1.0,main_w1_handler0,2261778,9213423,False,,14359613,sam,3495340.roundup,slurm,,132112168.0,corral-repl,,,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""True""",19226642,,"""2""",,,"""BWA-MEM, standard parameters, HSV only""","""V1""",32.0,,20933346,1428909323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-13 07:15:31.413832,59071.0,6.0
,,2015-04-13 07:15:06.425317,slurm_normal,1428909331.0,0,1.0,main_w1_handler0,2261778,9213424,False,,14359613,sam,3495341.roundup,slurm,,132112168.0,corral-repl,,,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""True""",19226644,,"""2""",,,"""BWA-MEM, standard parameters, HSV only""","""V1""",32.0,,20933346,1428909326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-13 07:15:34.675706,59071.0,5.0
,,2015-04-13 07:15:03.227467,slurm_normal,1428909335.0,0,1.0,main_w2_handler0,2261778,9213422,False,,14359613,sam,3495339.roundup,slurm,,132112168.0,corral-repl,,,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""True""",19226641,,"""2""",,,"""BWA-MEM, standard parameters, HSV only""","""V1""",32.0,,20933346,1428909323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-13 07:15:41.098343,59071.0,12.0
,,2015-04-13 07:15:09.325005,slurm_normal,1428909335.0,0,1.0,main_w1_handler1,2261778,9213426,False,,14359613,sam,3495342.roundup,slurm,,132112168.0,corral-repl,,,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""True""",19226646,,"""2""",,,"""BWA-MEM, standard parameters, HSV only""","""V1""",32.0,,20933346,1428909326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-13 07:15:41.512775,59071.0,9.0
,,2015-04-13 07:22:14.294458,slurm_normal,1428909754.0,0,1.0,main_w2_handler1,2261778,9213531,False,,14359613,sam,3495388.roundup,slurm,,132112168.0,corral-repl,,,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""True""",19226644,,"""4""",,,"""BWA-MEM optimization""","""V1""",32.0,,20933346,1428909749.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-13 07:22:42.332679,59071.0,5.0
,,2015-04-13 07:22:13.797159,slurm_normal,1428909757.0,0,1.0,main_w2_handler0,2261778,9213530,False,,14359613,sam,3495390.roundup,slurm,,132112168.0,corral-repl,,,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""True""",19226642,,"""4""",,,"""BWA-MEM optimization""","""V1""",32.0,,20933346,1428909754.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-13 07:22:43.299633,59071.0,3.0
,,2015-04-13 07:22:14.850242,slurm_normal,1428909770.0,0,1.0,main_w2_handler0,2261778,9213533,False,,14359613,sam,3495393.roundup,slurm,,132112168.0,corral-repl,,,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""True""",19226646,,"""4""",,,"""BWA-MEM optimization""","""V1""",32.0,,20933346,1428909766.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-13 07:22:54.374928,59071.0,4.0
,,2016-01-28 04:31:07.575577,slurm_normal,1453955980.0,0,1.0,main_w1_handler0,2580795,11620404,False,,45023305,tabular,5884846.roundup,slurm,,132112168.0,corral-repl,,"""eff90088c57711e5a310005056a52a46""","""44""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""True""",23064917,,,UnvalidatedValue,2,"""Length Distribution non-rRNA""","""Length (nt)""",32.0,,27028110,1453955958.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2016-01-28 04:39:43.957112,53665.0,22.0
,,2015-04-17 11:55:04.103912,slurm_normal,1429271725.0,0,1.0,main_w2_handler0,2272349,9255655,False,,13315131,sam,19581.rodeo,slurm,,16332488.0,corral-repl,,,"""2000""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""",19329605,,"""4""",,,"""Histogram""","""V1""",2.0,,20933346,1429271721.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-17 11:56:22.675823,59071.0,4.0
,,2015-05-11 07:14:10.172652,slurm_normal,1431328490.0,0,1.0,main_w1_handler0,2301317,9441519,False,,1779,tabular,3767685.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""False""",19658279,,"""6""",,,"""Histogram""","""V1""",32.0,,22996858,1431328484.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-05-11 07:14:52.753063,,6.0
,,2015-05-11 07:34:19.946114,slurm_normal,1431329704.0,0,1.0,main_w2_handler1,2285641,9441590,False,,4592117,tabular,3767837.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""False""",19492054,,"""8""",,,"""Histogram""","""V1""",32.0,,22997056,1431329695.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-05-11 07:35:06.969454,37495.0,9.0
,,2015-06-21 11:26:59.356421,slurm_normal,1434887093.0,0,1.0,main_w1_handler1,2348842,9701651,False,,51529846,tabular,4010037.roundup,slurm,,132112168.0,corral-repl,,"""66a9d536180811e5a6c6005056a52a46""","""44""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""","""True""",20083894,,,UnvalidatedValue,2,"""Length Distribution non-rRNA""","""Length (nt)""",32.0,,22029521,1434887066.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-06-21 11:44:56.973490,53665.0,27.0
,,2015-06-21 11:47:10.446811,slurm_normal,1434888491.0,0,1.0,main_w1_handler1,2348863,9701703,False,,74652350,tabular,4010072.roundup,slurm,,132112168.0,corral-repl,,"""3d7b17d0180b11e58398005056a51846""","""44""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""","""True""",20083958,,,UnvalidatedValue,2,"""Length Distribution non-rRNA""","""Length (nt)""",32.0,,22029521,1434888457.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-06-21 12:08:14.590578,53665.0,34.0
11722.0,len,2015-04-13 19:39:00.464499,slurm_normal,1428953958.0,0,1.0,main_w1_handler0,2268347,9220839,False,,13941473,sam,3502597.roundup,slurm,,132112168.0,corral-repl,,,"""1500""","""/galaxy-repl/main/files/011/009/dataset_11009595.dat""","""?""","""False""","""True""",19274805,,"""4""",,,"""S76Elu1pure-8h_S6_L001""","""kb""",32.0,,20933346,1428953953.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-13 19:39:20.827833,59071.0,5.0
11722.0,len,2015-04-13 19:44:31.092568,slurm_normal,1428954294.0,0,1.0,main_w1_handler1,2268347,9220886,False,,13941473,sam,3502639.roundup,slurm,,132112168.0,corral-repl,,,"""2000""","""/galaxy-repl/main/files/011/009/dataset_11009595.dat""","""?""","""False""","""True""",19274805,,"""4""",,,"""S76Elu1pure-8h_S6_L001""","""kb""",32.0,,20933346,1428954290.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-13 19:44:58.026645,59071.0,4.0
11722.0,len,2015-04-13 19:35:28.380635,slurm_normal,1428953748.0,0,1.0,main_w2_handler0,2268347,9220817,False,,13941473,sam,3502574.roundup,slurm,,132112168.0,corral-repl,,,"""150""","""/galaxy-repl/main/files/011/009/dataset_11009595.dat""","""?""","""False""","""True""",19274805,,"""4""",,,"""S76Elu1pure-8h_S6_L001""","""kb""",32.0,,20933346,1428953741.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-13 19:35:51.337833,59071.0,7.0
11722.0,len,2015-04-13 19:33:55.030149,slurm_normal,1428953653.0,0,1.0,main_w1_handler1,2268347,9220802,False,,13941473,sam,3502562.roundup,slurm,,132112168.0,corral-repl,,,"""150""","""/galaxy-repl/main/files/011/009/dataset_11009595.dat""","""?""","""True""","""False""",19274805,,"""4""",,,"""S76Elu1pure-8h_S6_L001""","""""",32.0,,20933346,1428953647.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-13 19:34:14.584892,59071.0,6.0
11722.0,len,2015-04-13 19:40:09.005789,slurm_normal,1428954027.0,0,1.0,main_w2_handler1,2268347,9220853,False,,13941473,sam,3502612.roundup,slurm,,132112168.0,corral-repl,,,"""150000""","""/galaxy-repl/main/files/011/009/dataset_11009595.dat""","""?""","""False""","""True""",19274805,,"""4""",,,"""S76Elu1pure-8h_S6_L001""","""kb""",32.0,,20933346,1428954022.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-13 19:40:29.743727,59071.0,5.0
,,2015-06-21 12:40:30.114880,slurm_normal,1434892013.0,0,1.0,main_w1_handler1,2348836,9701847,False,,248027711,tabular,4010238.roundup,slurm,,132112168.0,corral-repl,,"""ae8573f6181211e59492005056a51846""","""44""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""","""True""",20084297,,,UnvalidatedValue,2,"""Length Distribution non-rRNA""","""Length (nt)""",32.0,,22029521,1434891892.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-06-21 13:06:55.496843,53665.0,121.0
,,2015-06-21 13:45:21.303095,slurm_normal,1434895974.0,0,1.0,main_w1_handler0,2348855,9702054,False,,254278476,tabular,4010419.roundup,slurm,,132112168.0,corral-repl,,"""bff9dde4181b11e5b996005056a51846""","""44""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""","""True""",20084581,,,UnvalidatedValue,2,"""Length Distribution non-rRNA""","""Length (nt)""",32.0,,22029521,1434895868.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-06-21 14:12:56.071202,53665.0,106.0
,,2015-04-15 03:17:38.872526,slurm_normal,1429067872.0,0,1.0,main_w2_handler1,2270634,9233837,False,,422648,interval,3515038.roundup,slurm,,132112168.0,corral-repl,,,"""20""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",19292313,,"""6""",,,"""Histogram""","""V1""",32.0,,22483052,1429067868.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-15 03:17:56.362414,60169.0,4.0
,,2015-04-15 03:17:39.506281,slurm_normal,1429067876.0,0,1.0,main_w1_handler0,2270634,9233838,False,,419370,interval,3515039.roundup,slurm,,132112168.0,corral-repl,,,"""20""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",19292314,,"""6""",,,"""Histogram""","""V1""",32.0,,22483052,1429067872.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-15 03:17:57.678509,60169.0,4.0
,,2015-04-15 14:19:28.286081,slurm_normal,1429107610.0,0,1.0,main_w2_handler0,2235287,9237130,False,,280139,bed,3518341.roundup,slurm,,132112168.0,corral-repl,,"""6c25c168e37a11e4b733005056a51846""","""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""False""",19297258,,,UnvalidatedValue,13,"""Histogram for Alberto""","""V1""",32.0,,21746883,1429107606.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-15 14:20:13.969229,60803.0,4.0
,,2015-04-15 16:06:02.608187,slurm_normal,1429114008.0,0,1.0,main_w1_handler1,2247632,9239123,False,,620963,bed,3519369.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",19299633,,"""6""",,,"""Histogram""","""Region Length""",32.0,,22497010,1429113975.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-04-15 16:06:52.425620,58147.0,33.0
