bamFile1,bamFile1_filetype,bamFile2,bamFile2_filetype,blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName2,blackListFileName2_filetype,blackListFileName_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.doExtendCustom.extendReadsValue,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.ignoreForNormalization,parameters.advancedOpt.maxFragmentLength,parameters.advancedOpt.minFragmentLength,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipNAs,parameters.advancedOpt.smoothLength,parameters.bamFile1.values,parameters.bamFile1|__identifier__,parameters.bamFile2.values,parameters.bamFile2|__identifier__,parameters.binSize,parameters.chromInfo,parameters.comparison.__current_case__,parameters.comparison.normalization.__current_case__,parameters.comparison.normalization.effectiveGenomeSize.__current_case__,parameters.comparison.normalization.effectiveGenomeSize.effectiveGenomeSize,parameters.comparison.normalization.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.comparison.normalization.type,parameters.comparison.pseudocount,parameters.comparison.type,parameters.dbkey,parameters.outFileFormat,parameters.region,parameters.scaling.__current_case__,parameters.scaling.method,parameters.scaling.numberOfSamples,parameters.scaling.sampleLength,parameters.scaling.scaleFactor1,parameters.scaling.scaleFactor2,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
3391452364,bam,3561124703,bam,,,,,,,,,2018-03-02 15:09:08.157414,slurm_multi,1520003450.0,0,30720.0,6.0,main_w3_handler2,3306625,18582299,False,,12676771,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 34169894}]",,"[{'src': 'hda', 'id': 34169877}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,44290887.0,1520003441.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2018-03-02 15:10:57.075464,114851,9.0
753389595,bam,707937897,bam,,,,,,,,,2017-09-15 10:48:47.955224,slurm_multi,1505475068.0,0,,6.0,main_w4_handler2,2890467,16829684,False,,10899499,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 31249804}]",,"[{'src': 'hda', 'id': 31249729}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""",1,,,,,,1.0,ratio,"""Arabidopsis_thaliana_TAIR10""","""bigwig""","""""",1,readCount,,,,,32.0,,40541157.0,1505474843.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-15 11:31:10.538044,50053,225.0
670300762,bam,663299504,bam,,,,,,,,,2017-09-15 10:49:36.171075,slurm_multi,1505476139.0,0,,6.0,main_w4_handler2,2890467,16829690,False,,10899732,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 31249828}]",,"[{'src': 'hda', 'id': 31249821}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""",1,,,,,,1.0,ratio,"""Arabidopsis_thaliana_TAIR10""","""bigwig""","""""",1,readCount,,,,,32.0,,40541157.0,1505475994.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-15 11:49:01.398503,50053,145.0
774250315,bam,663299504,bam,,,,,,,,,2017-09-15 10:49:59.833460,slurm_multi,1505480688.0,0,,6.0,main_w3_handler2,2890467,16829696,False,,10900402,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 31249831}]",,"[{'src': 'hda', 'id': 31249821}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""",1,,,,,,1.0,ratio,"""Arabidopsis_thaliana_TAIR10""","""bigwig""","""""",1,readCount,,,,,32.0,,40541157.0,1505480567.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-15 13:04:48.792682,50053,121.0
107409834,bam,516343144,bam,,,,,,,,,2017-10-04 03:59:59.363325,slurm_multi,1507089997.0,0,,6.0,main_w4_handler2,3274789,17019791,False,,11074930.roundup,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 31550961}]",,"[{'src': 'hda', 'id': 31550958}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""",0,,,,,,1.0,log2,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,40968594.0,1507089606.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-10-04 04:06:39.442112,107805,391.0
114673423,bam,147188152,bam,,,,,,,,,2017-09-15 16:05:44.862522,slurm_multi,1505495994.0,0,,6.0,main_w3_handler2,2586741,16836702,False,,10903399,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 31263743}]",,"[{'src': 'hda', 'id': 28117926}]",,"""20""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""",0,,,,,,1.0,log2,"""sacCer3""","""bigwig""","""""",1,readCount,,,,,32.0,,40548049.0,1505495954.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-15 17:19:59.678329,77950,40.0
106830486,bam,147188152,bam,,,,,,,,,2017-09-15 16:07:02.310002,slurm_multi,1505493448.0,0,,6.0,main_w4_handler2,2586741,16836712,False,,10903094,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 25557505}]",,"[{'src': 'hda', 'id': 28117926}]",,"""20""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""",0,,,,,,1.0,log2,"""sacCer3""","""bigwig""","""""",1,readCount,,,,,32.0,,40548049.0,1505493407.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-15 16:39:03.907826,77950,41.0
76596092,bam,147188152,bam,,,,,,,,,2017-09-15 16:21:27.344636,slurm_multi,1505494636.0,0,,6.0,main_w4_handler2,2586741,16836848,False,,10903238,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 23173949}]",,"[{'src': 'hda', 'id': 28117926}]",,"""20""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""",0,,,,,,1.0,log2,"""sacCer3""","""bigwig""","""""",1,readCount,,,,,32.0,,40548049.0,1505494608.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-15 16:58:44.618074,77950,28.0
54864110,bam,105072381,bam,,,,,,,,,2017-10-04 03:59:58.912431,slurm_multi,1507089850.0,0,,6.0,main_w4_handler2,3274789,17019790,False,,11074929.roundup,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 31550960}]",,"[{'src': 'hda', 'id': 31550957}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""",0,,,,,,1.0,log2,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,40968594.0,1507089603.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-10-04 04:04:11.842741,107805,247.0
86722908,bam,147188152,bam,,,,,,,,,2017-09-15 16:21:58.778454,slurm_multi,1505495692.0,0,,6.0,main_w4_handler2,2586741,16836852,False,,10903360,slurm,,132111800.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 23173955}]",,"[{'src': 'hda', 'id': 28117926}]",,"""20""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""",0,,,,,,1.0,log2,"""sacCer3""","""bigwig""","""""",1,readCount,,,,,32.0,,40548049.0,1505495657.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-15 17:15:09.769747,77950,35.0
743073498,bam,167752019,bam,,,,,,,,,2017-10-04 03:59:59.851918,slurm_multi,1507090281.0,0,,6.0,main_w3_handler2,3274789,17019792,False,,11074965.roundup,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 31550962}]",,"[{'src': 'hda', 'id': 31550959}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""",0,,,,,,1.0,log2,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,40968594.0,1507089855.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-10-04 04:11:24.608631,107805,426.0
359109575,bam,453057571,bam,,,,,,,,,2017-09-15 18:48:36.744189,slurm_multi,1505503762.0,0,,6.0,main_w3_handler2,2980037,16838237,False,,10904613,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 31188437}]",,"[{'src': 'hda', 'id': 31188438}]",,"""20""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,,,,,,1.0,log2,"""?""","""bigwig""","""""",1,readCount,,,,,32.0,,40551368.0,1505503642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-15 19:29:54.928485,98384,120.0
271913461,bam,337051618,bam,,,,,,,,,2017-10-04 10:11:03.973416,slurm_multi,1507112352.0,0,,6.0,main_w3_handler2,2805246,17021413,False,,11077007.roundup,slurm,,132109816.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 31554078}]",,"[{'src': 'hda', 'id': 31553819}]",,"""500""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",1,,,,,,1.0,ratio,"""?""","""bedgraph""","""""",1,readCount,,,,,32.0,,39355398.0,1507112291.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-10-04 10:19:22.430783,89539,61.0
3147404757,bam,2614907379,bam,,,,,,,,,2017-09-17 10:55:55.394512,slurm_multi,1505648365.0,0,,6.0,main_w4_handler2,3163407,16847225,False,,10914189,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 30260741}]",,"[{'src': 'hda', 'id': 30260739}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""",6,,,,,,1.0,reciprocal_ratio,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,40575675.0,1505647511.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-17 11:39:28.053460,93301,854.0
2684600953,bam,2779137006,bam,,,,,,,,,2017-09-17 10:57:27.426653,slurm_multi,1505649718.0,0,,6.0,main_w4_handler2,3163407,16847228,False,,10914217,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 30260745}]",,"[{'src': 'hda', 'id': 30260747}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""",6,,,,,,1.0,reciprocal_ratio,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,40575675.0,1505648699.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-17 12:02:00.278292,93301,1019.0
2779137006,bam,2688395627,bam,,,,,,,,,2017-09-17 10:56:48.517421,slurm_multi,1505650807.0,0,,6.0,main_w3_handler2,3163407,16847227,False,,10914243,slurm,,132109816.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 30260747}]",,"[{'src': 'hda', 'id': 30260750}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""",6,,,,,,1.0,reciprocal_ratio,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,40575675.0,1505649908.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-17 12:20:09.516343,93301,899.0
2573233768,bam,2614664052,bam,,,,,,,,,2017-09-17 11:02:10.870293,slurm_multi,1505651904.0,0,,6.0,main_w3_handler2,3163407,16847241,False,,10914282,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30161496}]",,"[{'src': 'hda', 'id': 30161492}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""",0,,,,,,1.0,log2,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,40575675.0,1505651051.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-17 12:38:26.626463,93301,853.0
2743777161,bam,2640395107,bam,,,,,,,,,2017-09-17 11:03:19.046174,slurm_multi,1505654206.0,0,,6.0,main_w3_handler2,3163407,16847245,False,,10914361,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30161983}]",,"[{'src': 'hda', 'id': 30161505}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""",0,,,,,,1.0,log2,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,40575675.0,1505653383.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-17 13:16:47.911724,93301,823.0
2640395107,bam,2727934115,bam,,,,,,,,,2017-09-17 11:02:49.908940,slurm_multi,1505653125.0,0,,6.0,main_w3_handler2,3163407,16847244,False,,10914326,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30161505}]",,"[{'src': 'hda', 'id': 30161984}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""",0,,,,,,1.0,log2,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,40575675.0,1505652257.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-17 12:58:46.394769,93301,868.0
3190377966,bam,6808109516,bam,,,,,,,,,2017-09-17 18:14:39.785288,slurm_multi,1505674785.0,0,,6.0,main_w3_handler2,3251344,16848648,False,,10915572,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 31215143}]",,"[{'src': 'hda', 'id': 31215142}]",,"""100""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,40576453.0,1505673407.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-17 18:59:48.270151,111397,1378.0
4263642001,bam,6808109516,bam,,,,,,,,,2017-09-17 18:15:28.829723,slurm_multi,1505676946.0,0,,6.0,main_w4_handler2,3251344,16848650,False,,10915667,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 31215145}]",,"[{'src': 'hda', 'id': 31215142}]",,"""100""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,40576453.0,1505675437.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-17 19:35:48.731647,111397,1509.0
2160021300,bam,6359187865,bam,,,,,,,,,2017-09-17 18:17:31.111818,slurm_multi,1505678208.0,0,,6.0,main_w3_handler2,3251344,16848663,False,,10915741,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 31215152}]",,"[{'src': 'hda', 'id': 31215149}]",,"""100""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,40576453.0,1505676956.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-17 19:56:53.454300,111397,1252.0
4764848728,bam,2925888850,bam,,,,,,,,,2017-09-17 18:15:54.491753,slurm_multi,1505680229.0,0,,6.0,main_w4_handler2,3251344,16848655,False,,10915893,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 31215147}]",,"[{'src': 'hda', 'id': 31215146}]",,"""100""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,40576453.0,1505679009.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-17 20:30:31.216113,111397,1220.0
950578508,bam,2309422510,bam,,,,,,,,,2017-09-17 18:20:42.099043,slurm_multi,1505681216.0,0,,6.0,main_w3_handler2,3251344,16848670,False,,10915951,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 31217044}]",,"[{'src': 'hda', 'id': 31217043}]",,"""100""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,40576453.0,1505680524.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-17 20:46:58.707003,111397,692.0
3005349487,bam,2925888850,bam,,,,,,,,,2017-09-17 18:16:23.435055,slurm_multi,1505682438.0,0,,6.0,main_w4_handler2,3251344,16848657,False,,10916015,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 31215148}]",,"[{'src': 'hda', 'id': 31215146}]",,"""100""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,40576453.0,1505681366.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-17 21:07:19.558823,111397,1072.0
950578508,bam,2309422510,bam,,,,,,,,,2017-09-17 18:34:58.663943,slurm_multi,1505697773.0,0,,6.0,main_w4_handler2,3251344,16848714,False,,10917288,slurm,,132111800.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 31217044}]",,"[{'src': 'hda', 'id': 31217043}]",,"""100""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""",4,,,,,,,first,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,40576453.0,1505697177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-18 01:22:54.275804,111397,596.0
5354480563,bam,6359187865,bam,,,,,,,,,2017-09-17 18:16:55.785252,slurm_multi,1505684182.0,0,,6.0,main_w4_handler2,3251344,16848660,False,,10916109,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 31215151}]",,"[{'src': 'hda', 'id': 31215149}]",,"""100""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,40576453.0,1505682574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-17 21:36:30.276185,111397,1608.0
469133023,bam,1010842120,bam,,,,,,,,,2017-09-17 18:18:11.231817,slurm_multi,1505685307.0,0,,6.0,main_w4_handler2,3251344,16848665,False,,10916290,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 31216322}]",,"[{'src': 'hda', 'id': 31215217}]",,"""100""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,40576453.0,1505684850.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-17 21:55:08.979207,111397,457.0
907163002,bam,2546046438,bam,,,,,,,,,2017-09-17 18:20:22.289255,slurm_multi,1505686748.0,0,,6.0,main_w4_handler2,3251344,16848669,False,,10916342,slurm,,132109816.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 31217042}]",,"[{'src': 'hda', 'id': 31217040}]",,"""100""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,40576453.0,1505685990.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-17 22:19:10.729186,111397,758.0
3190377966,bam,6808109516,bam,,,,,,,,,2017-09-17 18:30:33.316152,slurm_multi,1505688600.0,0,,6.0,main_w4_handler2,3251344,16848699,False,,10916427,slurm,,132109816.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 31215143}]",,"[{'src': 'hda', 'id': 31215142}]",,"""100""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""",4,,,,,,,first,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,40576453.0,1505687201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-17 22:50:01.658577,111397,1399.0
5680273697,bam,3867423636,bam,,,,,,,,,2017-09-17 18:21:05.135628,slurm_multi,1505690494.0,0,,6.0,main_w3_handler2,3251344,16848671,False,,10916655,slurm,,132111800.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 31262864}]",,"[{'src': 'hda', 'id': 31217048}]",,"""100""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,40576453.0,1505689051.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-17 23:21:36.485899,111397,1443.0
3005349487,bam,2925888850,bam,,,,,,,,,2017-09-17 18:32:34.828209,slurm_multi,1505691571.0,0,,6.0,main_w4_handler2,3251344,16848705,False,,10916771,slurm,,132111800.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 31215148}]",,"[{'src': 'hda', 'id': 31215146}]",,"""100""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""",4,,,,,,,first,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,40576453.0,1505690528.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-17 23:39:33.438395,111397,1043.0
5354480563,bam,6359187865,bam,,,,,,,,,2017-09-17 18:33:07.764249,slurm_multi,1505693211.0,0,,6.0,main_w4_handler2,3251344,16848706,False,,10916881,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 31215151}]",,"[{'src': 'hda', 'id': 31215149}]",,"""100""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""",4,,,,,,,first,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,40576453.0,1505691663.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-18 00:06:53.951433,111397,1548.0
2407486657,bam,4287582372,bam,24.0,24.0,bed,,,bed,,,2017-09-18 00:22:38.678273,slurm_multi,1505702796.0,0,,6.0,main_w4_handler2,3195876,16850125,False,,10917244,slurm,,132112168.0,corral-repl,,0,no,,,1.0,"[{'src': 'hda', 'id': 31283655}]",true,2.0,custom,300,false,,0,0,1,,,yes,false,,"[{'src': 'hda', 'id': 31283635}]",,"[{'src': 'hda', 'id': 31283634}]",,"""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""",7,0.0,,,,rpkm,,subtract,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,38852156.0,1505696138.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-09-18 02:46:38.012342,47842,6658.0
