bamInput,bamInput_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.MNase,parameters.advancedOpt.__current_case__,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.doExtendCustom.extendReadsValue,parameters.advancedOpt.filterRNAstrand,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.ignoreForNormalization,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipNAs,parameters.advancedOpt.smoothLength,parameters.bamInput.values,parameters.bamInput|__identifier__,parameters.binSize,parameters.chromInfo,parameters.dbkey,parameters.outFileFormat,parameters.region,parameters.scaling.__current_case__,parameters.scaling.effectiveGenomeSize.__current_case__,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.scaling.scaleFactor,parameters.scaling.type,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
3133608,bam,,,2016-09-24 07:30:43.433496,slurm_multi,1474702658.0,0,,6.0,main_w4_handler2,2830186,13930497,False,,8152973,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b22794edb6edb976'}]",,"""50000""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,32952641.0,1474702648.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-24 07:37:39.583090,54621,10.0
3078187,bam,,,2016-09-24 07:30:43.891515,slurm_multi,1474702732.0,0,,6.0,main_w4_handler2,2830186,13930498,False,,8152974,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b523ba80978d8fd818'}]",,"""50000""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,32952641.0,1474702716.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-24 07:38:54.225490,54621,16.0
3733622,bam,,,2016-09-24 07:30:40.660353,slurm_multi,1474702318.0,0,,6.0,main_w4_handler2,2830186,13930492,False,,8152961,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5adbf99116e30b6bf'}]",,"""50000""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,32952641.0,1474702311.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-24 07:32:00.095007,54621,7.0
3492382,bam,,,2016-09-24 07:30:41.734646,slurm_multi,1474702381.0,0,,6.0,main_w3_handler2,2830186,13930494,False,,8152964,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59c1fc4f06b147bbf'}]",,"""50000""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,32952641.0,1474702371.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-24 07:33:03.108792,54621,10.0
3585412,bam,,,2016-09-24 07:30:41.257735,slurm_multi,1474702525.0,0,,6.0,main_w4_handler2,2830186,13930493,False,,8152969,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5715c55fda4e25fbc'}]",,"""50000""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,32952641.0,1474702511.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-24 07:35:27.700374,54621,14.0
2688619624,bam,,,2016-09-25 12:09:16.911603,slurm_multi,1474810297.0,0,,6.0,main_w3_handler2,2807142,13935781,False,,8158609,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,true,,1,,,yes,true,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d81d5e359ca7d1c2'}]",,"""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,32691252.0,1474809268.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-25 13:31:39.289685,62135,1029.0
1359338812,bam,,,2016-09-24 13:02:34.796631,slurm_multi,1474722756.0,0,,6.0,main_w3_handler2,2827604,13931653,False,,8154139,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,false,,1,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d028f840c5fc19c8'}]",,"""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,33032175.0,1474722268.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-24 13:12:37.543693,90519,488.0
17024480,bam,,,2016-07-21 23:54:02.759434,slurm_multi,1469145455.0,0,,6.0,main_w1_handler2,2772542,13466288,False,,7680959,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5075ada6697c4375c'}]",,"""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",1,,,,,no,32.0,,31616033.0,1469145446.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 23:57:37.524291,5186,9.0
71680746,bam,,,2016-09-24 10:05:06.143907,slurm_multi,1474712728.0,0,,6.0,main_w4_handler2,2830365,13931122,False,,8153582,slurm,,132112168.0,corral-repl,,0,no,,"""59b8f298823e11e6b1b2005056a52a46""",false,1,false,2.0,custom,150,no,false,,1,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51a1bac29b8ab9d93'}]",,"""25""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,32404316.0,1474712426.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-24 10:25:30.630875,64365,302.0
5497170764,bam,,,2016-09-24 13:02:35.319756,slurm_multi,1474723699.0,0,,6.0,main_w3_handler2,2827604,13931655,False,,8154184,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,false,,1,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b87aed9ede3b2e91'}]",,"""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,33032175.0,1474722794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-24 13:28:21.310634,90519,905.0
5461166969,bam,,,2016-06-07 13:15:46.847900,slurm_multi,1465305502.0,0,,6.0,main_w2_handler2,605821,13095981,False,,7279451,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,false,,50,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eecf86e6df00c0ae'}]",,"""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",2,2.0,,2451960000,1.0,1x,32.0,,30186712.0,1465305388.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-06-07 13:18:23.965808,12956,114.0
5356683,bam,,,2016-07-21 15:03:48.144577,slurm_multi,1469113498.0,0,,6.0,main_w1_handler2,2735140,13462147,False,,7676633,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56c1a8de8f2bbb974'}]",,"""50""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bigwig""","""""",2,0.0,7500,specific,1.0,1x,32.0,,30775773.0,1469113491.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 15:05:01.470402,85419,7.0
18582876,bam,,,2016-07-21 15:04:40.689079,slurm_multi,1469113525.0,0,,6.0,main_w1_handler2,2735140,13462194,False,,7676640,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b549265c43d6bd0bab'}]",,"""50""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bigwig""","""""",2,0.0,7500,specific,1.0,1x,32.0,,30775773.0,1469113515.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 15:05:27.358768,85419,10.0
3134571545,bam,,,2016-09-25 11:30:47.198650,slurm_multi,1474804242.0,0,,6.0,main_w4_handler2,2807142,13935630,False,,8158166,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,true,,1,,,yes,true,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53fa2015e4254ea7b'}]",,"""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,33035132.0,1474803222.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-25 11:50:44.447760,62135,1020.0
1858529,bam,,,2016-06-08 02:03:19.525055,slurm_multi,1465351440.0,0,,6.0,main_w1_handler2,2636626,13103247,False,,7289123,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5251f00029596f824'}]",,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,29035692.0,1465351425.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-06-08 02:04:01.377464,59004,15.0
5933854,bam,,,2016-06-08 02:14:31.502184,slurm_multi,1465352619.0,0,,6.0,main_w2_handler2,2636626,13103352,False,,7289211,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b563b6ed4a6cd19d60'}]",,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,29035692.0,1465352604.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-06-08 02:23:41.056893,59004,15.0
2103910,bam,,,2016-06-08 02:14:31.992893,slurm_multi,1465353202.0,0,,6.0,main_w2_handler2,2636626,13103353,False,,7289248,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5852a3c010017f0e4'}]",,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,29035692.0,1465353189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-06-08 02:33:24.315329,59004,13.0
2220163,bam,,,2016-07-21 15:43:15.860535,slurm_multi,1469118079.0,0,,6.0,main_w1_handler2,2771196,13463381,False,,7677080,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,true,,1,,,yes,false,300,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a6141127f5345ee1'}]",,"""150""","""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,31486278.0,1469117887.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 16:21:32.259129,17286,192.0
265205654,bam,,,2016-07-21 16:22:25.038504,slurm_multi,1469119560.0,0,,6.0,main_w1_handler2,2771200,13463695,False,,7677478,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56d17d24f54724e8b'}]",,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bedgraph""","""""",2,0.0,27000000,specific,1.0,1x,32.0,,31486278.0,1469119318.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 16:46:14.096705,17286,242.0
206644340,bam,,,2016-07-21 16:22:24.433793,slurm_multi,1469120763.0,0,,6.0,main_w2_handler2,2771200,13463694,False,,7677680,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58ed1a6908d77710e'}]",,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bedgraph""","""""",2,0.0,27000000,specific,1.0,1x,32.0,,31486278.0,1469120573.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 17:06:15.276552,17286,190.0
256820463,bam,,,2016-07-21 16:22:25.516913,slurm_multi,1469121103.0,0,,6.0,main_w2_handler2,2771200,13463696,False,,7677792,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b590df407b8bdea5b2'}]",,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bedgraph""","""""",2,0.0,27000000,specific,1.0,1x,32.0,,31486278.0,1469120793.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 17:11:55.886217,17286,310.0
245973791,bam,,,2016-07-21 16:22:26.363245,slurm_multi,1469121361.0,0,,6.0,main_w2_handler2,2771200,13463697,False,,7677820,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d3ba63915edc8d3e'}]",,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bedgraph""","""""",2,0.0,27000000,specific,1.0,1x,32.0,,31486278.0,1469121128.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 17:16:03.693953,17286,233.0
4051246725,bam,,,2016-09-25 12:08:42.982229,slurm_multi,1474809095.0,0,,6.0,main_w4_handler2,2807142,13935777,False,,8158489,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,true,,1,,,yes,true,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b590eaf985b8414163'}]",,"""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,32691252.0,1474808137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-25 13:11:37.308894,62135,958.0
294206969,bam,,,2016-07-21 16:22:27.574685,slurm_multi,1469122064.0,0,,6.0,main_w2_handler2,2771200,13463700,False,,7677906,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5502d80d92a80f77d'}]",,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bedgraph""","""""",2,0.0,27000000,specific,1.0,1x,32.0,,31486278.0,1469121610.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 17:27:48.984831,17286,454.0
1906663,bam,,,2016-07-21 16:38:40.396565,slurm_multi,1469122564.0,0,,6.0,main_w2_handler2,2771196,13463810,False,,7677936,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,true,,1,,,yes,false,300,"[{'src': 'hda', 'id': 'bbd44e69cb8906b502aa0e32f695d32e'}]",,"""150""","""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""bedgraph""","""""",0,,,,1.0,rpkm,32.0,,31486278.0,1469122080.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 17:36:07.076717,17286,484.0
1840276,bam,,,2016-07-21 16:45:50.152681,slurm_multi,1469126042.0,0,,6.0,main_w2_handler2,2771196,13463836,False,,7678462,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,true,,1,,,yes,false,300,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbec390f59c89da9'}]",,"""150""","""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,31486278.0,1469125837.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 18:34:05.258855,17286,205.0
241730195,bam,,,2016-07-21 16:22:27.039725,slurm_multi,1469121583.0,0,,6.0,main_w1_handler2,2771200,13463699,False,,7677860,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c6af9312d5e0a1ba'}]",,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bedgraph""","""""",2,0.0,27000000,specific,1.0,1x,32.0,,31486278.0,1469121367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 17:20:01.178329,17286,216.0
2241646,bam,,,2016-07-21 16:38:39.711712,slurm_multi,1469124269.0,0,,6.0,main_w1_handler2,2771196,13463809,False,,7678145,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,true,,1,,,yes,false,300,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a8d60e8931f55f1d'}]",,"""150""","""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""bedgraph""","""""",0,,,,1.0,rpkm,32.0,,31486278.0,1469123729.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 18:04:33.758728,17286,540.0
2144269,bam,,,2016-07-21 16:38:39.189927,slurm_multi,1469123310.0,0,,6.0,main_w1_handler2,2771196,13463808,False,,7678033,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,true,,1,,,yes,false,300,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5489fbd3d235dc6e2'}]",,"""150""","""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""bedgraph""","""""",0,,,,1.0,rpkm,32.0,,31486278.0,1469123125.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 17:48:35.671470,17286,185.0
1840276,bam,,,2016-07-21 16:38:38.343880,slurm_multi,1469123111.0,0,,6.0,main_w1_handler2,2771196,13463807,False,,7677984,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,true,,1,,,yes,false,300,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbec390f59c89da9'}]",,"""150""","""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""bedgraph""","""""",0,,,,1.0,rpkm,32.0,,31486278.0,1469122578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 17:45:17.737431,17286,533.0
2220163,bam,,,2016-07-21 16:38:40.878040,slurm_multi,1469123705.0,0,,6.0,main_w2_handler2,2771196,13463811,False,,7678077,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,true,,1,,,yes,false,300,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae4a01c303c887ae'}]",,"""150""","""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""bedgraph""","""""",0,,,,1.0,rpkm,32.0,,31486278.0,1469123325.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 17:55:06.410395,17286,380.0
1906663,bam,,,2016-07-21 16:45:52.129820,slurm_multi,1469125245.0,0,,6.0,main_w1_handler2,2771196,13463839,False,,7678319,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,true,,1,,,yes,false,300,"[{'src': 'hda', 'id': 'bbd44e69cb8906b502aa0e32f695d32e'}]",,"""150""","""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,31486278.0,1469124896.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 18:20:48.536494,17286,349.0
2220163,bam,,,2016-07-21 16:38:41.326280,slurm_multi,1469124881.0,0,,6.0,main_w2_handler2,2771196,13463812,False,,7678248,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,true,,1,,,yes,false,300,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a6141127f5345ee1'}]",,"""150""","""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""bedgraph""","""""",0,,,,1.0,rpkm,32.0,,31486278.0,1469124281.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 18:14:46.867298,17286,600.0
294206969,bam,,,2016-07-21 17:49:16.422866,slurm_multi,1469125682.0,0,,6.0,main_w1_handler2,2771200,13463945,False,,7678419,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5502d80d92a80f77d'}]",,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bedgraph""","""""",0,,,,1.0,rpkm,32.0,,31486278.0,1469125597.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 18:28:04.909006,17286,85.0
2144269,bam,,,2016-07-21 16:45:51.471541,slurm_multi,1469126249.0,0,,6.0,main_w2_handler2,2771196,13463837,False,,7678496,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,true,,1,,,yes,false,300,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5489fbd3d235dc6e2'}]",,"""150""","""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,31486278.0,1469126050.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 18:37:40.264221,17286,199.0
245973791,bam,,,2016-07-21 17:51:16.595744,slurm_multi,1469125818.0,0,,6.0,main_w1_handler2,2771200,13463955,False,,7678440,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d3ba63915edc8d3e'}]",,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bedgraph""","""""",0,,,,1.0,rpkm,32.0,,31486278.0,1469125709.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 18:30:20.413160,17286,109.0
2241646,bam,,,2016-07-21 16:45:51.792477,slurm_multi,1469126480.0,0,,6.0,main_w2_handler2,2771196,13463838,False,,7678521,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,true,,1,,,yes,false,300,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a8d60e8931f55f1d'}]",,"""150""","""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,31486278.0,1469126267.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 18:41:21.360481,17286,213.0
2220163,bam,,,2016-07-21 16:45:52.438290,slurm_multi,1469127834.0,0,,6.0,main_w2_handler2,2771196,13463840,False,,7678703,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,true,,1,,,yes,false,300,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae4a01c303c887ae'}]",,"""150""","""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,31486278.0,1469127353.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 19:04:03.734326,17286,481.0
206644340,bam,,,2016-07-21 17:51:14.797247,slurm_multi,1469129516.0,0,,6.0,main_w2_handler2,2771200,13463952,False,,7679109,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58ed1a6908d77710e'}]",,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bedgraph""","""""",0,,,,1.0,rpkm,32.0,,31486278.0,1469129272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-21 19:32:08.243513,17286,244.0
