comp_rod_bind_0|comp_input_rod,comp_rod_bind_0|comp_input_rod_filetype,create_time,dbsnp_input_rod,dbsnp_input_rod_filetype,destination_id,exit_code,gatk_param_type|input_exclude_interval_repeat_0|input_exclude_intervals,gatk_param_type|input_exclude_interval_repeat_0|input_exclude_intervals_filetype,gatk_param_type|input_interval_repeat_0|input_intervals,gatk_param_type|input_interval_repeat_0|input_intervals_filetype,handler,history_id,id,imported,info,input_bam,input_bam_filetype,input_interval_repeat_0|input_intervals,input_interval_repeat_0|input_intervals_filetype,input_variant,input_variant_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.additional_annotations,parameters.annotation_group,parameters.annotations_type.__current_case__,parameters.annotations_type.annotations,parameters.annotations_type.annotations_type_selector,parameters.chromInfo,parameters.comp_rod_bind,parameters.dbkey,parameters.dbsnp_rod_bind_type.__current_case__,parameters.dbsnp_rod_bind_type.dbsnp_input_rod,parameters.dbsnp_rod_bind_type.dbsnp_input_rod.values,parameters.dbsnp_rod_bind_type.dbsnp_rod_bind_type_selector,parameters.dbsnp_rod_bind_type.dbsnp_rod_name,parameters.exclude_annotations,parameters.expressions,parameters.family_string,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.baq,parameters.gatk_param_type.baq_gap_open_penalty,parameters.gatk_param_type.default_base_qualities,parameters.gatk_param_type.disable_experimental_low_memory_sharding,parameters.gatk_param_type.downsampling_type.__current_case__,parameters.gatk_param_type.downsampling_type.downsampling_type_selector,parameters.gatk_param_type.gatk_param_type_selector,parameters.gatk_param_type.input_exclude_interval_repeat,parameters.gatk_param_type.input_interval_repeat,parameters.gatk_param_type.interval_merging,parameters.gatk_param_type.interval_set_rule,parameters.gatk_param_type.non_deterministic_random_seed,parameters.gatk_param_type.pedigree,parameters.gatk_param_type.pedigree_string_repeat,parameters.gatk_param_type.pedigree_validation_type,parameters.gatk_param_type.read_filter,parameters.gatk_param_type.read_group_black_list_repeat,parameters.gatk_param_type.use_original_qualities,parameters.gatk_param_type.validation_strictness,parameters.mendel_violation_genotype_quality_threshold,parameters.reference_source.__current_case__,parameters.reference_source.input_bam,parameters.reference_source.input_bam.values,parameters.reference_source.input_variant,parameters.reference_source.input_variant.values,parameters.reference_source.input_variant_bti,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.resource_rod_bind,parameters.snpEff_rod_bind_type.__current_case__,parameters.snpEff_rod_bind_type.snpEff_rod_bind_type_selector,ref_file,ref_file_filetype,resource_rod_bind_0|resource_input_rod,resource_rod_bind_0|resource_input_rod_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-12-10 16:32:51.193253,69118719.0,vcf,slurm_normal,,,,,,main_w2_handler1,2532915,11141252,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,69118719,vcf,5410204.roundup,slurm,,corral-repl,,[],"[""Standard""]",1.0,['SnpEff'],choose,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",1,22380772.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,,,,,,26505155,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-12-10 16:34:58.096047,59637.0,126.90279400000001
,,2015-06-05 14:03:53.897972,3188766.0,vcf,slurm_normal,,,,,,main_w1_handler0,1986649,9604110,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,3188766,vcf,3915659.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/galGal4.len""",[],"""galGal4""",1,19923269.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,1061996215.0,fasta,,,,23409226,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-06-05 14:06:21.788553,51402.0,147.890581
,,2015-12-03 16:03:25.869062,1625.0,vcf,slurm_normal,,,,,,main_w1_handler1,2525580,11079196,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2044658,vcf,5331473.roundup,slurm,,corral-repl,,[],,1.0,['BaseCounts'],choose,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,22280057.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,380710511.0,fasta,,,,26428762,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-12-03 16:08:27.796207,67460.0,301.927145
,,2016-06-01 20:54:07.790998,26848070765.0,vcf,slurm_normal,,,,,,main_w1_handler0,2710132,13044133,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16545706440.0,bam,,,21183204,vcf,7224066.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b506ef838ddfd5dc8d'}]",set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",0.0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5368a43cc49871774'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b575730b25d6d899f3'}]",false,hg_g1k_v37,,cached,[],0,exclude_snpEff,,,,,,30327132,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-01 20:57:38.309793,84651.0,210.518795
,,2015-02-03 14:41:12.061300,10796220779.0,vcf,rodeo_normal,,,,,,main_w1_handler0,2079025,8656666,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,39945,vcf,2630704.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,17294287.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,19622992,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-02-03 14:44:42.275001,50891.0,210.21370100000001
,,2016-06-03 10:46:43.668416,26848070765.0,vcf,slurm_normal,,,,30.0,bed,main_w2_handler0,2725320,13058404,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,1948736,vcf,7244666.roundup,slurm,,corral-repl,,[],,1.0,"['DepthOfCoverage', 'FisherStrand', 'HomopolymerRun', 'MappingQualityRankSumTest', 'QualByDepth', 'ReadPosRankSumTest']",choose,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50449ac725ac93a17'}]",set_dbsnp,dbsnp,,[],"""""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5c9a62ba1acd09714'}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,,,,,,30303613,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-03 10:51:00.240810,84651.0,256.57239400000003
,,2015-04-10 07:46:01.838219,17479659.0,vcf,slurm_normal,,,,,,main_w1_handler0,2242161,9190638,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,17479659,vcf,3472721.roundup,slurm,,corral-repl,,[],,1.0,['FisherStrand'],choose,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",1,19023377.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,,,,,,22369777,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-04-10 07:47:02.870612,61078.0,61.032393000000006
,,2015-02-19 13:30:06.072142,10796220779.0,vcf,rodeo_normal,,,,,,main_w1_handler1,2079025,8766184,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,14424,vcf,2830969.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,17294287.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,21238994,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-02-19 13:33:34.700781,50891.0,208.62863900000002
,,2016-06-10 20:30:46.484723,588328981.0,vcf,slurm_normal,,41.0,bed,,,main_w1_handler1,2735346,13135935,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,178052,vcf,7320557.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e7646da86ed6b48'}]",set_dbsnp,dbsnp,,[],"""""",1,OFF,40.0,-1,false,0.0,NONE,advanced,"[{'__index__': 0, 'input_exclude_intervals': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5c629569217aa06d4'}]}}]",[],ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,254235640.0,fasta,,,,30782275,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-10 20:33:23.786438,39842.0,157.301715
,,2015-02-16 09:02:10.083256,10796220779.0,vcf,rodeo_normal,,,,,,main_w1_handler0,2079025,8732727,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,72478,vcf,2772044.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,17294287.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,21238994,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-02-16 09:05:15.980929,50891.0,185.897673
,,2015-07-25 06:02:56.269060,482639.0,vcf,slurm_normal,,,,,,main_w1_handler1,2389101,9976425,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,482639,vcf,4260470.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",1,20531200.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,,,,,,24298612,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-07-25 06:05:00.086993,66830.0,123.81793300000001
,,2015-11-30 19:53:05.591705,19039.0,vcf,slurm_normal,,,,,,main_w1_handler0,2519303,11046713,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,19039,vcf,5301739.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",1,22165432.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,,,,,,26420598,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-11-30 19:56:09.446764,2273.0,183.855059
,,2015-06-08 18:15:07.463376,588328981.0,vcf,slurm_normal,,,,,,main_w1_handler0,566378,9614445,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,96293,vcf,3926082.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,19943848.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,254235640.0,fasta,,,,23532400,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-06-08 18:17:32.940396,3415.0,145.47702
,,2014-12-02 10:39:54.874359,10641623137.0,vcf,rodeo_normal,,,,,,main_w2_handler0,2075330,8295359,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",757070.0,bam,,,10544,vcf,2168158.roundup,slurm,,corral-repl,,[],,1.0,"['DepthOfCoverage', 'FisherStrand', 'HaplotypeScore', 'MappingQualityRankSumTest', 'MappingQualityZero', 'QualByDepth', 'ReadPosRankSumTest']",choose,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",1,17324755.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",0.0,17654582.0,,17747184.0,,False,hg_g1k_v37,,cached,[],0,exclude_snpEff,,,,,,19854363,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2014-12-02 12:14:19.262037,53761.0,5664.387678
,,2015-08-07 04:01:50.711888,,,slurm_normal,,,,,,main_w2_handler0,2270689,10076483,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,67411,vcf,4354125.roundup,slurm,,corral-repl,,[],,1.0,['AlleleBalance'],choose,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",0,,,exclude_dbsnp,,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3147289017.0,fasta,,,,24452704,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-08-07 04:05:02.063240,44221.0,191.35135200000002
,,2016-06-03 13:35:51.224907,26848070765.0,vcf,slurm_normal,,,,,,main_w1_handler0,2725320,13060174,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,1948736,vcf,7246236.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50449ac725ac93a17'}]",set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,,,,,,30303613,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-03 13:39:40.867206,84651.0,229.642299
,,2015-09-18 18:33:21.616250,,,slurm_normal,,,,,,main_w2_handler0,2441232,10356506,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,662157,vcf,4638823.roundup,slurm,,corral-repl,,[],,1.0,['SnpEff'],choose,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",0,,,exclude_dbsnp,,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,,,,,,25209238,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-09-18 18:34:41.049568,,79.433318
,,2015-06-04 23:42:21.049599,39248.0,vcf,slurm_normal,,,,,,main_w2_handler1,2331097,9600866,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,39248,vcf,3912255.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",1,19918896.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,,,,,,23463703,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-06-04 23:43:37.662722,,76.613123
,,2015-03-27 10:45:13.726980,17479659.0,vcf,rodeo_normal,,,,,,main_w2_handler1,2242161,9058406,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,17479659,vcf,3343718.roundup,slurm,,corral-repl,,[],,1.0,"['DepthOfCoverage', 'FisherStrand', 'MappingQualityRankSumTest', 'QualByDepth']",choose,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",1,19023377.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,"[{""__index__"": 0, ""resource_input_rod"": 19023377, ""resource_rod_name"": ""michal""}]",0,exclude_snpEff,,,17479659.0,vcf,,22062323,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-03-27 10:47:14.019942,61078.0,120.292962
,,2016-01-04 21:36:55.401534,29304794.0,vcf,slurm_normal,,,,,,main_w2_handler1,2510113,11374236,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12189645858.0,bam,,,29304794,vcf,5646570.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",1,22311613.0,,set_dbsnp,dbsnp,"[""DepthOfCoverage"", ""HaplotypeScore"", ""IndelType"", ""ReadDepthAndAllelicFractionBySample"", ""SnpEff""]",[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",0.0,22293450.0,,22311613.0,,False,hg_g1k_v37,,cached,[],0,exclude_snpEff,,,,,,26356347,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-01-04 21:50:22.631503,73652.0,807.2299690000001
,,2015-11-29 19:27:00.080132,7572857398.0,vcf,slurm_normal,,,,,,main_w2_handler0,2521531,11037957,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",27610986.0,bam,,,132123,vcf,5293258.roundup,slurm,,corral-repl,,[],"[""Standard"", ""RankSumTest""]",1.0,"['AlleleBalance', 'BaseCounts', 'BaseQualityRankSumTest', 'FisherStrand', 'GCContent', 'HaplotypeScore', 'SnpEff']",choose,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,22210818.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",1.0,22206998.0,,22210803.0,,False,22205939,,history,[],0,exclude_snpEff,3199905909.0,fasta,,,,26445157,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-11-29 19:31:17.652647,74214.0,257.572515
,,2015-12-02 08:41:28.261943,883.0,vcf,slurm_normal,,,,,,main_w1_handler2,2525580,11061426,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2044658,vcf,5315286.roundup,slurm,,corral-repl,,[],,1.0,['BaseCounts'],choose,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,22248959.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,380710511.0,fasta,,,,26428762,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-12-02 08:43:44.179503,67460.0,135.91756
,,2015-02-22 08:52:27.606043,7572857398.0,vcf,rodeo_normal,,,,,,main_w1_handler0,2206069,8786234,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8349809324.0,bam,,,4950926,vcf,2867724.roundup,slurm,,corral-repl,,[],"""Standard""",1.0,"['FisherStrand', 'HaplotypeScore', 'HomopolymerRun', 'MappingQualityRankSumTest', 'QualByDepth', 'ReadPosRankSumTest']",choose,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,18511348.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",1.0,18534369.0,,18597964.0,,False,18511350,,history,[],0,exclude_snpEff,3199905909.0,fasta,,,,21372725,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-02-22 08:56:37.516903,58799.0,249.91086
,,2015-10-11 08:30:26.017404,60377.0,vcf,slurm_normal,,,,,,main_w1_handler2,2467235,10542353,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,60377,vcf,4816230.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,21468825.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3147289017.0,fasta,,,,25616149,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-10-11 08:34:00.765898,16755.0,214.74849400000002
,,2015-11-29 20:32:41.733073,7572857398.0,vcf,slurm_normal,,,,,,main_w2_handler1,2521531,11038351,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,205889,vcf,5293532.roundup,slurm,,corral-repl,,[],,1.0,"['AlleleBalance', 'AlleleBalanceBySample', 'BaseCounts', 'BaseQualityRankSumTest', 'ChromosomeCounts', 'DepthPerAlleleBySample', 'FisherStrand', 'GCContent', 'HaplotypeScore', 'IndelType', 'ReadPosRankSumTest']",choose,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,22210818.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,26445157,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-11-29 20:36:12.547727,74214.0,210.81465400000002
,,2015-02-03 12:44:38.858863,10796220779.0,vcf,rodeo_normal,,,,,,main_w2_handler0,2079025,8656100,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,39945,vcf,2629652.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,17294287.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,19622992,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-02-03 12:50:16.689997,50891.0,337.831134
,,2015-02-03 12:44:58.504530,10796220779.0,vcf,rodeo_normal,,,,,,main_w1_handler0,2079025,8656101,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2175801,vcf,2629665.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,17294287.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,19622992,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-02-03 12:51:11.964549,50891.0,373.46001900000005
,,2015-12-02 06:38:43.982609,883.0,vcf,slurm_normal,,,,,,main_w1_handler0,2425275,11061012,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2044658,vcf,5314946.roundup,slurm,,corral-repl,,[],,1.0,['BaseCounts'],choose,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,22248357.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,380710511.0,fasta,,,,26428762,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-12-02 06:40:23.980621,67460.0,99.998012
,,2015-03-06 06:34:45.592912,7572857398.0,vcf,rodeo_normal,,,,,,main_w1_handler1,2206069,8877927,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,38138900.0,bed,20862156,vcf,3037528.roundup,slurm,,corral-repl,,[],,0.0,,use_all_annotations,"""/galaxy-repl/main/files/010/523/dataset_10523596.dat""",[],"""hg19""",1,18511348.0,,set_dbsnp,dbsnp,,[],"""""",1,OFF,40.0,-1,False,0.0,NONE,advanced,[],"[{'input_intervals': 18523771, '__index__': 0}]",ALL,UNION,False,[],[],STRICT,[],[],False,STRICT,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,21450986,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-03-06 06:37:55.627031,58799.0,190.034119
,,2015-12-02 08:36:01.775722,883.0,vcf,slurm_normal,,,,,,main_w2_handler1,2525580,11061380,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2044658,vcf,5315241.roundup,slurm,,corral-repl,,[],,1.0,['BaseCounts'],choose,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,22248959.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,380710511.0,fasta,,,,26428762,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-12-02 08:38:16.258374,67460.0,134.482652
,,2015-10-18 21:24:23.195377,,,slurm_normal,,,,,,main_w1_handler2,2475941,10633205,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,140673,vcf,4893946.roundup,slurm,,corral-repl,,[],,1.0,['SnpEff'],choose,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",0,,,exclude_dbsnp,,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,,,,,,25760774,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-10-18 21:25:56.596684,46716.0,93.401307
