chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.colours,parameters.dbkey,parameters.input,parameters.input.values,parameters.logoname,parameters.outformat,parameters.range.__current_case__,parameters.range.mode,parameters.range.seqend,parameters.range.seqstart,parameters.size,parameters.units,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
18.0,len,2016-03-31 18:34:52.762857,slurm_normal,,main_w1_handler2,2641886,12303449,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",147067830,fasta,6511484.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/014/924/dataset_14924769.dat""","""auto""","""?""",24090608,,"""Galaxy-Rgenetics Sequence Logo""","""logodata""",0,complete,,,"""large""","""bits""",,29186497,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-03-31 18:40:54.659070,63520,361.89621300000005
,,2016-04-08 05:52:06.128446,slurm_normal,,main_w2_handler1,2648269,12379145,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3374328451,fasta,6578554.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",24200002,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,29469125,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-04-08 06:10:43.458362,81481,1117.3299160000001
,,2016-04-08 05:52:07.955031,slurm_normal,,main_w1_handler0,2648269,12379150,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2080393604,fasta,6578569.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",24200006,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,29469125,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-04-08 06:12:17.803831,81481,1209.8488
,,2015-11-04 22:11:57.650608,slurm_normal,,main_w2_handler0,2494298,10821063,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3341071803,fasta,5076612.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",21866429,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,26074284,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-11-04 22:22:30.740741,58644,633.090133
,,2015-03-11 06:39:51.325081,rodeo_normal,,main_w2_handler1,2175506,8914301,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2279643962,fasta,3105080.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",18784435,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,20705813,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-03-11 06:45:02.829268,58353,311.504187
,,2015-10-08 09:59:53.583772,slurm_normal,,main_w1_handler2,2462138,10526728,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",404913944,fasta,4801213.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""classic""","""?""",21432087,,"""Nucleotide distribution barcoded cRNA RT-PCR""","""pdf""",0,complete,,,"""large""","""probability""",,25524813,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-10-08 10:08:29.212460,48605,515.628688
,,2017-04-04 05:18:14.215956,slurm_normal,,main_w4_handler0,3054893,15478928,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",523972537,fasta,9607670.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""auto""","""mm9""",,"[{'src': 'hda', 'id': 29056555}]","""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,37049683,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2017-04-04 05:25:22.583655,103385,428.367699
,,2015-05-05 13:06:45.863185,slurm_normal,,main_w1_handler1,2180330,9399142,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2196385386,fasta,3730158.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409877,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 13:13:37.520293,58303,411.65710800000005
,,2015-05-05 12:17:41.461033,slurm_normal,,main_w2_handler1,2180330,9398837,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2344709727,fasta,3729950.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409880,,"""Chip-Seq Data Sequence logo""","""png""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 12:36:19.103875,58303,1117.642842
,,2015-05-05 07:45:24.394955,slurm_normal,,main_w2_handler1,2180330,9395385,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1995507919,fasta,3727716.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409881,,"""Chip-Seq Sequence Logo""","""jpeg""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 08:51:34.923994,58303,3970.5290390000005
,,2016-03-15 23:00:04.104418,slurm_normal,,main_w2_handler0,2634390,12147754,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",914578899,fasta,6364636.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",23852516,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,29006234,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-03-15 23:20:37.522046,65934,1233.4176280000001
,,2016-04-08 05:52:05.262557,slurm_normal,,main_w2_handler1,2648269,12379143,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1609711872,fasta,6578530.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",24200000,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,29469125,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-04-08 06:04:20.422348,81481,735.159791
,,2016-04-08 05:52:05.728357,slurm_normal,,main_w2_handler0,2648269,12379144,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5435286390,fasta,6578531.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",24200001,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,29469125,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-04-08 06:07:04.751237,81481,899.0228800000001
,,2015-05-12 14:29:54.540689,slurm_normal,,main_w2_handler1,1413034,9453862,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3066491870,fasta,3779050.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""auto""","""hg_g1k_v37""",19675832,,"""Galaxy-Rgenetics Sequence Logo""","""png_print""",1,part,1000,1,"""small""","""bits""",,23027909,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-12 14:36:00.652172,33888,366.111483
,,2015-07-23 09:34:26.973956,slurm_normal,,main_w2_handler1,2376952,9951707,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4160713437,fasta,4236655.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""auto""","""danRer7""",20494325,,"""Galaxy-Rgenetics Sequence Logo""","""png_print""",0,complete,,,"""large""","""probability""",,24255742,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-07-23 09:42:32.474698,66680,485.500742
,,2015-07-22 15:54:48.942400,slurm_normal,,main_w1_handler1,2376952,9943247,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4160713438,fasta,4232922.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""auto""","""danRer7""",20480859,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""probability""",,24255742,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-07-22 22:38:53.729045,66680,24244.786645
,,2016-04-08 05:52:07.224966,slurm_normal,,main_w1_handler0,2648269,12379147,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2423982568,fasta,6578556.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",24200004,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,29469125,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-04-08 06:11:21.470092,81481,1154.245126
,,2016-09-21 22:34:06.779256,slurm_normal,,main_w3_handler1,2828474,13911161,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2175837981,fasta,8133808.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b573921fbd11e76f2a'}]","""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""probability""",,33084535,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-09-21 22:39:54.910735,82922,348.131479
,,2018-01-30 11:51:58.694704,slurm_normal,,main_w4_handler1,3388989,18199549,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3772215782,fasta,12280329,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""auto""","""?""",,"[{'src': 'hda', 'id': 33569474}]","""Galaxy-Rgenetics Sequence Logo chipfoxf1 ""","""png_print""",0,complete,,,"""large""","""bits""",,43532792,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2018-01-30 11:57:41.539185,119734,342.84448100000003
,,2016-04-09 02:39:10.286538,slurm_normal,,main_w1_handler2,2662525,12397507,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6858187710,fasta,6595887.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",24223720,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,29497621,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-04-09 02:47:48.297770,82153,518.0112320000001
,,2015-07-22 15:55:23.914242,slurm_normal,,main_w1_handler0,2376952,9943251,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4160713438,fasta,4232921.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""auto""","""danRer7""",20480866,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""probability""",,24255742,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-07-22 22:39:24.233561,66680,24240.319319000002
,,2015-05-05 07:45:23.531935,slurm_normal,,main_w1_handler1,2180330,9395384,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2344709727,fasta,3727504.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409880,,"""Chip-Seq Sequence Logo""","""jpeg""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 08:18:27.980295,58303,1984.44836
,,2016-04-08 05:52:04.386162,slurm_normal,,main_w2_handler0,2648269,12379141,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7223614270,fasta,6578460.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",24199998,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,29469125,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-04-08 06:00:20.977100,81481,496.59093800000005
