parameters.random,id,runtime
28,40,129600
4,1966,129600
11,9587,129600
5,9437,129600
95,8167,129600
88,7738,129600
89,3661,129600
96,1083,129600
27,2028,129600
4,8972,129600
72,2362,129600
74,8726,129600
67,2042,129600
86,3157,129600
28,6914,129600
98,831,129600
0,9036,129600
52,7938,129600
41,7164,129600
92,2127,129600
53,6256,129600
88,8037,129600
9,5383,129600
63,549,129600
90,3530,129600
53,8782,129600
94,2178,129600
61,3293,129600
18,2047,129600
25,1972,129600
59,4175,129600
10,9215,129600
59,2367,129600
30,4745,129600
45,4913,129600
1,5749,129600
96,4521,129600
52,3792,129600
28,3544,129600
30,1379,129600
92,8138,129600
26,307,129600
52,9511,129600
38,9988,129600
23,4307,129600
99,7174,129600
93,7700,129600
85,9063,129600
82,6708,129600
47,7856,129600
53,8214,129600
72,9681,129600
60,2027,129600
96,6039,129600
22,4084,129600
77,3918,129600
93,7880,129600
61,9473,129600
30,557,129600
52,9489,129600
49,9072,129600
37,9365,129600
91,4551,129600
12,2830,129600
8,780,129600
23,4162,129600
28,7968,129600
86,9908,129600
18,3122,129600
10,9175,129600
27,2600,129600
46,9684,129600
29,2853,129600
45,1986,129600
77,4680,129600
58,1035,129600
98,9298,129600
4,3668,129600
75,2570,129600
88,8121,129600
86,9535,129600
89,8088,129600
99,1872,129600
6,5469,129600
9,1831,129600
30,9836,129600
98,6408,129600
67,251,129600
92,4519,129600
46,5669,129600
96,6423,129600
49,2532,129600
84,7247,129600
81,4946,129600
28,4204,129600
93,9513,129600
18,8577,129600
98,9727,129600
36,1445,129600
42,3139,129600
37,8659,129600
11,1089,129600
5,5619,129600
20,5159,129600
50,6612,129600
14,7600,129600
66,6976,129600
39,1851,129600
18,3379,129600
66,1819,129600
3,4226,129600
10,6525,129600
13,9894,129600
15,9002,129600
16,4352,129600
54,4487,129600
45,8377,129600
42,5,129600
62,6803,129600
28,3426,129600
52,7645,129600
13,7720,129600
76,8912,129600
66,6670,129600
74,4620,129600
1,5561,129600
78,8333,129600
40,7584,129600
40,9521,129600
85,4442,129600
10,4291,129600
16,8519,129600
69,559,129600
4,6445,129600
27,4664,129600
74,8040,129600
50,4754,129600
94,1912,129600
51,8311,129600
69,7509,129600
32,5966,129600
48,8109,129600
41,4157,129600
75,4799,129600
66,6267,129600
80,5492,129600
9,7202,129600
45,8185,129600
39,1423,129600
45,1838,129600
75,28,129600
12,722,129600
34,4145,129600
30,5989,129600
44,8126,129600
95,943,129600
69,2456,129600
11,3525,129600
66,6119,129600
74,6021,129600
72,4028,129600
37,4648,129600
96,2111,129600
26,6820,129600
49,1796,129600
99,5498,129600
74,8300,129600
21,391,129600
67,5360,129600
93,2865,129600
38,1127,129600
93,5040,129600
71,2712,129600
6,3049,129600
62,6972,129600
15,6587,129600
35,7158,129600
95,5392,129600
93,1469,129600
16,2171,129600
84,2991,129600
64,1514,129600
47,5814,129600
18,6489,129600
75,4279,129600
4,6301,129600
52,8298,129600
45,2166,129600
56,6285,129600
11,1362,129600
34,2340,129600
89,6045,129600
95,3471,129600
69,759,129600
46,871,129600
50,5205,129600
41,5451,129600
47,7207,129600
50,2488,129600
59,4161,129600
4,4185,129600
82,8355,129600
25,6666,129600
18,2970,129600
57,298,129600
28,9068,129600
29,4850,129600
24,3520,129600
80,7993,129600
12,212,129600
27,9972,129600
93,8301,129600
22,1683,129600
53,698,129600
22,6761,129600
88,6448,129600
52,7062,129600
33,8930,129600
26,643,129600
4,1726,129600
94,3330,129600
75,9173,129600
95,5692,129600
3,7064,129600
33,5647,129600
21,4230,129600
94,9389,129600
89,488,129600
94,5207,129600
60,237,129600
97,713,129600
94,3442,129600
36,9504,129600
2,4,129600
0,4970,129600
19,6470,129600
26,5598,129600
5,3026,129600
42,1372,129600
50,4591,129600
25,2654,129600
98,692,129600
63,622,129600
40,8541,129600
89,9048,129600
31,7069,129600
27,9562,129600
88,6647,129600
15,5050,129600
62,5688,129600
6,6346,129600
1,3768,129600
7,2504,129600
85,7423,129600
96,3014,129600
85,1255,129600
39,8356,129600
24,334,129600
49,8389,129600
63,6991,129600
26,615,129600
51,6701,129600
84,5057,129600
70,8736,129600
43,504,129600
29,8207,129600
50,7688,129600
9,5626,129600
8,4260,129600
84,4661,129600
10,9428,129600
49,4180,129600
47,5292,129600
28,4562,129600
3,3421,129600
25,2084,129600
68,8226,129600
52,680,129600
73,6085,129600
49,1129,129600
89,9232,129600
3,6775,129600
92,4795,129600
73,3364,129600
0,5516,129600
15,8184,129600
61,6772,129600
19,3546,129600
48,4412,129600
94,9303,129600
89,6357,129600
27,8983,129600
97,3422,129600
51,4069,129600
35,6103,129600
36,5039,129600
47,7222,129600
87,7194,129600
13,4612,129600
35,5544,129600
97,4683,129600
65,393,129600
3,7689,129600
88,1675,129600
75,3900,129600
76,545,129600
5,8181,129600
77,6281,129600
51,9530,129600
60,2668,129600
96,3579,129600
45,2833,129600
15,8555,129600
29,754,129600
23,3097,129600
7,2551,129600
26,1276,129600
45,5632,129600
75,2205,129600
45,894,129600
53,3468,129600
10,4422,129600
56,7777,129600
42,1737,129600
29,8508,129600
67,6857,129600
65,1762,129600
80,1002,129600
51,3214,129600
53,9524,129600
94,7799,129600
49,941,129600
42,4441,129600
99,2690,129600
84,4190,129600
97,1284,129600
66,1291,129600
98,973,129600
82,6975,129600
58,3030,129600
49,858,129600
21,8388,129600
47,9093,129600
71,8982,129600
58,1662,129600
8,7515,129600
98,8532,129600
94,1817,129600
66,1346,129600
53,8901,129600
90,9317,129600
36,8304,129600
67,9467,129600
67,3047,129600
98,317,129600
94,135,129600
77,1435,129600
61,4792,129600
64,2011,129600
25,3094,129600
46,3567,129600
32,6653,129600
42,4315,129600
82,6651,129600
26,7400,129600
48,1406,129600
84,9379,129600
62,9116,129600
77,3967,129600
78,7748,129600
37,7398,129600
32,7621,129600
75,8906,129600
84,6225,129600
25,4227,129600
80,1618,129600
28,7801,129600
38,2958,129600
3,2896,129600
41,567,129600
11,776,129600
11,2582,129600
24,3103,129600
70,4443,129600
17,1263,129600
65,5986,129600
79,343,129600
0,3644,129600
43,1934,129600
32,9094,129600
50,4326,129600
7,9952,129600
14,3788,129600
54,3620,129600
69,8760,129600
95,118,129600
72,1330,129600
46,3555,129600
1,3515,129600
88,5203,129600
64,1845,129600
60,3267,129600
9,1418,129600
85,5552,129600
63,5699,129600
76,2601,129600
51,8474,129600
12,1593,129600
95,735,129600
15,4433,129600
13,9005,129600
1,4883,129600
64,6452,129600
17,9336,129600
81,6974,129600
60,4945,129600
21,1251,129600
1,1107,129600
85,8629,129600
86,6891,129600
39,8178,129600
37,6133,129600
27,8596,129600
11,8660,129600
33,4776,129600
7,6501,129600
28,9856,129600
23,2475,129600
78,398,129600
3,3732,129600
52,9127,129600
39,6880,129600
13,1511,129600
94,3692,129600
73,3930,129600
91,2647,129600
16,8279,129600
81,1381,129600
78,5621,129600
29,839,129600
97,4167,129600
42,5976,129600
64,5310,129600
78,8055,129600
83,2031,129600
99,7078,129600
30,5919,129600
17,2566,129600
29,7869,129600
99,2280,129600
44,3528,129600
32,7374,129600
92,7445,129600
14,2578,129600
2,8189,129600
37,6005,129600
45,6712,129600
48,751,129600
90,7893,129600
54,4956,129600
69,5358,129600
69,9234,129600
66,8512,129600
73,8014,129600
48,1723,129600
68,3815,129600
35,4912,129600
31,5556,129600
88,2787,129600
46,175,129600
16,5285,129600
86,2406,129600
95,3968,129600
97,4818,129600
57,4130,129600
2,6926,129600
92,9497,129600
98,1519,129600
6,560,129600
46,919,129600
62,1244,129600
0,3784,129600
80,8444,129600
72,4647,129600
99,1536,129600
35,6646,129600
71,5153,129600
80,339,129600
14,4774,129600
81,3092,129600
70,1042,129600
40,7786,129600
17,7273,129600
71,8550,129600
79,9049,129600
16,7199,129600
18,7257,129600
13,2950,129600
45,7129,129600
62,6402,129600
93,3740,129600
48,8735,129600
24,9637,129600
28,9472,129600
92,7264,129600
53,2889,129600
90,8854,129600
26,9723,129600
11,4070,129600
11,1615,129600
22,2661,129600
56,5455,129600
22,1436,129600
25,3031,129600
1,8027,129600
16,6526,129600
7,475,129600
27,3183,129600
6,1718,129600
9,3462,129600
19,5353,129600
46,52,129600
70,1869,129600
56,9750,129600
2,7432,129600
2,7668,129600
94,4982,129600
73,6471,129600
64,2732,129600
59,8013,129600
23,224,129600
3,2606,129600
71,6001,129600
32,6227,129600
33,7985,129600
93,275,129600
36,9601,129600
92,6928,129600
8,3711,129600
77,7014,129600
35,1953,129600
56,3279,129600
0,2988,129600
10,2437,129600
22,3410,129600
59,378,129600
53,2564,129600
73,8021,129600
30,3108,129600
37,7214,129600
19,6139,129600
42,4535,129600
6,8108,129600
96,1093,129600
71,6882,129600
67,9166,129600
50,8855,129600
11,5381,129600
24,7246,129600
77,9853,129600
79,8738,129600
79,3470,129600
54,7169,129600
12,3457,129600
32,9663,129600
20,2528,129600
17,1453,129600
97,7725,129600
36,2788,129600
79,7314,129600
13,9054,129600
80,4380,129600
87,2110,129600
17,6829,129600
89,8043,129600
84,1800,129600
37,1410,129600
46,7195,129600
28,4178,129600
7,5908,129600
20,8175,129600
48,9733,129600
96,8114,129600
22,3946,129600
62,5154,129600
9,4054,129600
4,5923,129600
85,4859,129600
36,5432,129600
50,6441,129600
56,6193,129600
19,527,129600
78,5056,129600
47,8575,129600
76,7722,129600
30,24,129600
69,1936,129600
61,3888,129600
74,2924,129600
49,2947,129600
93,1187,129600
85,2248,129600
9,9940,129600
61,7580,129600
30,7248,129600
59,3298,129600
17,8731,129600
37,2735,129600
50,6364,129600
47,3315,129600
11,442,129600
7,2000,129600
22,2658,129600
93,2917,129600
98,472,129600
56,9896,129600
86,6628,129600
13,1176,129600
90,5418,129600
71,7914,129600
17,5090,129600
71,7975,129600
63,5403,129600
42,9305,129600
34,4887,129600
10,6783,129600
11,9164,129600
40,7554,129600
49,5600,129600
0,1697,129600
99,1521,129600
72,4257,129600
25,445,129600
9,433,129600
54,8625,129600
76,8266,129600
10,6692,129600
56,3695,129600
91,5332,129600
72,4501,129600
91,8600,129600
3,7764,129600
7,6478,129600
37,2285,129600
70,6506,129600
68,3310,129600
8,4376,129600
21,2334,129600
15,7992,129600
18,3019,129600
15,3929,129600
71,6347,129600
76,5512,129600
31,331,129600
23,2198,129600
97,6116,129600
17,1574,129600
91,2498,129600
63,6654,129600
16,972,129600
52,4467,129600
19,280,129600
41,7732,129600
30,3027,129600
64,3403,129600
13,7971,129600
53,7702,129600
24,5875,129600
3,1305,129600
41,5834,129600
26,583,129600
72,300,129600
26,381,129600
65,6154,129600
38,9860,129600
53,8193,129600
11,4171,129600
64,5548,129600
44,191,129600
47,4695,129600
21,278,129600
94,7055,129600
19,9918,129600
1,2795,129600
86,9452,129600
99,5943,129600
44,5193,129600
76,9851,129600
13,9572,129600
21,8321,129600
77,5573,129600
84,1710,129600
6,6476,129600
88,3284,129600
64,9847,129600
21,1060,129600
8,6474,129600
41,3503,129600
44,4791,129600
54,5785,129600
93,7496,129600
62,282,129600
61,9959,129600
52,44,129600
34,4039,129600
79,6004,129600
83,6018,129600
42,2683,129600
49,1531,129600
2,6892,129600
97,207,129600
34,6557,129600
92,406,129600
70,5084,129600
35,4723,129600
59,5939,129600
33,7533,129600
13,4497,129600
19,9571,129600
89,6607,129600
93,8201,129600
64,2018,129600
98,1600,129600
24,2518,129600
86,9916,129600
20,8056,129600
19,8365,129600
27,5606,129600
36,3118,129600
1,1046,129600
56,2187,129600
61,9626,129600
69,8471,129600
46,5630,129600
32,7052,129600
15,7271,129600
62,3657,129600
13,6220,129600
94,9799,129600
81,7412,129600
65,3651,129600
33,4814,129600
72,9645,129600
16,4023,129600
71,4867,129600
45,1635,129600
72,7701,129600
27,1529,129600
75,325,129600
5,1011,129600
4,6258,129600
14,6113,129600
76,6999,129600
5,1919,129600
28,9427,129600
74,5804,129600
98,9792,129600
90,3399,129600
72,2873,129600
25,4937,129600
57,8378,129600
42,8363,129600
11,5924,129600
44,8831,129600
55,2806,129600
10,6243,129600
47,6706,129600
59,7553,129600
42,7974,129600
60,1588,129600
85,1113,129600
7,3670,129600
44,3830,129600
89,1979,129600
72,9425,129600
77,6665,129600
72,88,129600
67,7577,129600
3,9145,129600
79,7945,129600
24,8111,129600
4,1990,129600
73,9516,129600
19,7526,129600
84,6002,129600
88,7559,129600
92,19,129600
69,188,129600
1,4313,129600
91,5585,129600
31,7060,129600
18,3587,129600
13,1729,129600
70,9399,129600
32,7200,129600
52,5072,129600
11,1899,129600
73,7624,129600
82,3542,129600
63,6793,129600
19,7790,129600
87,1613,129600
50,8339,129600
14,6885,129600
93,7495,129600
69,9870,129600
0,2928,129600
89,2360,129600
45,5926,129600
26,6897,129600
33,7934,129600
13,2660,129600
58,3700,129600
70,6994,129600
99,3174,129600
93,4429,129600
75,2626,129600
78,4386,129600
90,1958,129600
35,5382,129600
96,6540,129600
34,8007,129600
5,534,129600
95,3743,129600
34,5575,129600
30,8535,129600
15,6125,129600
19,270,129600
32,7475,129600
25,5473,129600
21,8215,129600
31,6266,129600
40,7882,129600
19,7983,129600
70,848,129600
81,2641,129600
59,9531,129600
95,1994,129600
75,9019,129600
18,7035,129600
86,7694,129600
0,4165,129600
82,1956,129600
39,4847,129600
28,8707,129600
89,3632,129600
3,9471,129600
47,21,129600
75,5757,129600
79,3593,129600
39,7635,129600
91,5267,129600
36,4869,129600
34,6011,129600
73,7435,129600
6,5670,129600
36,9206,129600
0,6150,129600
26,5454,129600
35,9743,129600
38,7628,129600
63,1452,129600
55,6272,129600
34,6327,129600
39,685,129600
15,8160,129600
62,9838,129600
48,5386,129600
19,5176,129600
60,3398,129600
42,712,129600
52,2398,129600
96,4952,129600
13,1056,129600
71,4286,129600
52,2512,129600
95,1000,129600
1,1104,129600
43,3771,129600
73,7783,129600
86,9412,129600
43,9950,129600
74,5026,129600
71,2899,129600
42,2874,129600
60,7544,129600
38,8923,129600
51,503,129600
93,8737,129600
56,7919,129600
66,5319,129600
56,3344,129600
70,1214,129600
2,5550,129600
99,8639,129600
90,3492,129600
56,4586,129600
72,6760,129600
23,9850,129600
43,4845,129600
62,7221,129600
70,9409,129600
92,1987,129600
56,8053,129600
82,165,129600
49,7840,129600
49,7617,129600
39,3722,129600
30,205,129600
31,8917,129600
56,9246,129600
95,7121,129600
13,321,129600
47,5306,129600
13,790,129600
22,3710,129600
83,8025,129600
50,7576,129600
29,8369,129600
43,481,129600
28,3052,129600
50,752,129600
5,1496,129600
38,5225,129600
89,1288,129600
85,2877,129600
21,954,129600
65,4498,129600
86,3488,129600
4,5840,129600
25,2887,129600
51,8133,129600
16,8943,129600
75,3945,129600
89,2062,129600
8,5767,129600
81,6869,129600
15,5168,129600
91,6881,129600
48,50,129600
67,1219,129600
47,8567,129600
76,1458,129600
27,4884,129600
92,3552,129600
95,528,129600
39,6031,129600
27,2937,129600
47,2797,129600
51,2692,129600
48,6463,129600
43,4096,129600
72,8769,129600
81,1010,129600
53,9871,129600
77,6186,129600
95,7367,129600
51,8049,129600
58,9416,129600
20,1227,129600
95,3383,129600
21,9003,129600
67,4192,129600
44,4319,129600
64,2026,129600
11,5144,129600
53,8592,129600
32,6316,129600
79,2509,129600
22,6099,129600
56,8979,129600
12,1609,129600
80,7151,129600
31,6728,129600
82,1191,129600
58,1860,129600
65,6517,129600
16,6833,129600
48,1689,129600
21,2353,129600
8,3408,129600
28,3655,129600
79,1076,129600
73,8075,129600
76,7575,129600
19,7943,129600
92,1212,129600
3,5638,129600
85,7359,129600
2,3849,129600
52,3907,129600
11,6109,129600
92,8595,129600
50,9607,129600
87,1053,129600
25,5584,129600
8,1327,129600
91,716,129600
46,9849,129600
34,9730,129600
76,9387,129600
21,5230,129600
84,1995,129600
81,2915,129600
58,3941,129600
41,4126,129600
40,634,129600
51,9401,129600
85,5210,129600
53,1501,129600
71,4111,129600
79,3073,129600
10,7752,129600
47,9824,129600
2,2595,129600
7,7775,129600
92,8674,129600
69,4032,129600
93,6877,129600
56,1650,129600
10,556,129600
7,2605,129600
59,1476,129600
51,9874,129600
83,8644,129600
74,1289,129600
2,826,129600
3,359,129600
3,2584,129600
99,1724,129600
81,5147,129600
90,7163,129600
93,4188,129600
21,3610,129600
47,3363,129600
40,6457,129600
8,3813,129600
8,7644,129600
94,9955,129600
6,2616,129600
82,8113,129600
20,8417,129600
15,6839,129600
24,1,129600
66,6291,129600
62,743,129600
20,3240,129600
2,3006,129600
68,7146,129600
75,302,129600
6,6547,129600
82,5277,129600
61,8843,129600
61,9137,129600
68,4694,129600
15,102,129600
7,2576,129600
24,7886,129600
77,6516,129600
84,1709,129600
59,6170,129600
13,5032,129600
50,689,129600
33,8741,129600
92,2951,129600
55,6741,129600
1,7132,129600
27,2697,129600
98,8176,129600
32,6961,129600
63,1095,129600
19,9650,129600
57,8697,129600
15,5228,129600
72,8675,129600
70,4974,129600
68,760,129600
99,9281,129600
12,5137,129600
93,5734,129600
21,9696,129600
9,547,129600
75,4361,129600
60,9,129600
72,3411,129600
22,3158,129600
0,8251,129600
72,1807,129600
99,1636,129600
71,2085,129600
0,5243,129600
1,8099,129600
77,466,129600
0,8461,129600
81,1835,129600
30,2039,129600
51,6254,129600
41,4888,129600
50,5525,129600
61,825,129600
56,5895,129600
28,1139,129600
59,9051,129600
57,6217,129600
15,1638,129600
3,7787,129600
20,9323,129600
57,5635,129600
99,5969,129600
73,9632,129600
82,1883,129600
22,4164,129600
54,2894,129600
72,2621,129600
66,4333,129600
8,8350,129600
18,5846,129600
38,7784,129600
84,3498,129600
74,9196,129600
86,5388,129600
63,561,129600
3,3549,129600
72,9047,129600
89,1823,129600
64,8750,129600
0,7140,129600
39,3786,129600
19,9710,129600
3,3674,129600
65,7746,129600
39,3838,129600
88,9377,129600
67,3502,129600
50,7902,129600
28,3919,129600
91,749,129600
46,5801,129600
9,5280,129600
92,5254,129600
28,1590,129600
85,6632,129600
30,8476,129600
19,2255,129600
43,7847,129600
65,8999,129600
37,5085,129600
1,6815,129600
40,5222,129600
21,968,129600
47,9464,129600
48,3616,129600
17,8932,129600
18,5777,129600
60,399,129600
19,2359,129600
87,4697,129600
73,5667,129600
62,3817,129600
28,9058,129600
53,2657,129600
13,9547,129600
76,1408,129600
54,9221,129600
17,4801,129600
87,4567,129600
92,7614,129600
57,9031,129600
96,2689,129600
41,8910,129600
9,1240,129600
33,7698,129600
81,6093,129600
93,3608,129600
85,6160,129600
49,5444,129600
82,1767,129600
86,2048,129600
84,683,129600
1,2112,129600
48,7605,129600
42,8570,129600
92,744,129600
41,1145,129600
91,9450,129600
61,8449,129600
90,1155,129600
99,3324,129600
46,1215,129600
33,6985,129600
47,3794,129600
13,4375,129600
6,9525,129600
75,2561,129600
40,2594,129600
70,7044,129600
86,6181,129600
88,4151,129600
20,7051,129600
48,5763,129600
38,3022,129600
40,8101,129600
61,9366,129600
80,8813,129600
18,3111,129600
40,3600,129600
45,9602,129600
65,467,129600
15,7002,129600
31,9644,129600
70,8786,129600
48,9858,129600
92,9010,129600
13,2315,129600
45,7855,129600
45,4340,129600
18,6960,129600
34,927,129600
4,9630,129600
88,9244,129600
78,3527,129600
71,3060,129600
15,8292,129600
80,7643,129600
40,5991,129600
7,8822,129600
46,3642,129600
33,3757,129600
55,8520,129600
61,1184,129600
49,144,129600
13,6709,129600
85,462,129600
37,3822,129600
16,4117,129600
47,7269,129600
56,1273,129600
20,6858,129600
98,6130,129600
65,9212,129600
24,11,129600
1,2146,129600
73,4833,129600
33,2193,129600
25,9395,129600
10,1020,129600
98,3427,129600
17,3656,129600
77,9922,129600
22,9372,129600
63,1707,129600
32,7431,129600
25,6068,129600
29,3323,129600
33,5486,129600
24,3836,129600
44,2088,129600
60,9282,129600
97,2104,129600
36,59,129600
36,2272,129600
85,4849,129600
78,1604,129600
78,6781,129600
31,4354,129600
80,6564,129600
29,6533,129600
82,8607,129600
62,5817,129600
35,67,129600
87,8096,129600
53,3675,129600
78,2588,129600
83,9676,129600
28,4435,129600
25,4024,129600
74,9934,129600
1,1203,129600
13,6837,129600
52,82,129600
81,3023,129600
75,3147,129600
79,2231,129600
58,3349,129600
31,4300,129600
94,5481,129600
24,585,129600
91,8993,129600
85,5722,129600
38,3269,129600
77,5196,129600
50,5742,129600
30,2241,129600
24,7745,129600
41,107,129600
50,7594,129600
54,3425,129600
11,5080,129600
27,255,129600
8,2108,129600
25,1012,129600
4,9492,129600
8,7342,129600
0,4858,129600
9,9820,129600
35,7386,129600
19,8020,129600
85,9256,129600
60,6822,129600
34,767,129600
32,1279,129600
45,7296,129600
80,2501,129600
64,5716,129600
18,9605,129600
94,1150,129600
50,7219,129600
4,5241,129600
73,5586,129600
69,128,129600
82,9018,129600
12,9198,129600
22,3734,129600
1,372,129600
52,2716,129600
86,6168,129600
64,5188,129600
36,1472,129600
69,131,129600
40,3746,129600
19,3155,129600
60,3724,129600
66,8466,129600
79,1301,129600
53,755,129600
48,5865,129600
7,9956,129600
32,8018,129600
48,5286,129600
25,7729,129600
65,6622,129600
27,599,129600
70,3618,129600
97,269,129600
62,7510,129600
96,9965,129600
56,6905,129600
66,7994,129600
23,4773,129600
38,1449,129600
96,6677,129600
44,2466,129600
72,1781,129600
9,9253,129600
85,7639,129600
51,8591,129600
33,8468,129600
91,6238,129600
84,368,129600
17,6610,129600
68,9886,129600
31,92,129600
82,6321,129600
69,908,129600
77,2229,129600
74,6253,129600
7,1672,129600
89,2391,129600
1,8280,129600
32,423,129600
33,8641,129600
12,3624,129600
56,2738,129600
36,1930,129600
35,93,129600
40,8579,129600
55,8704,129600
74,1318,129600
98,9414,129600
56,7640,129600
12,3802,129600
24,3136,129600
52,7417,129600
91,5282,129600
13,8896,129600
65,1878,129600
66,3450,129600
46,4144,129600
90,1643,129600
52,6465,129600
42,993,129600
30,9159,129600
53,1572,129600
75,8223,129600
73,5364,129600
43,7898,129600
60,955,129600
93,2982,129600
32,7664,129600
31,7558,129600
96,8829,129600
15,9772,129600
60,8338,129600
8,2567,129600
55,3683,129600
46,9919,129600
93,1945,129600
43,3763,129600
26,8348,129600
32,4614,129600
76,2179,129600
79,8733,129600
69,6451,129600
40,8885,129600
44,4926,129600
72,4272,129600
41,7198,129600
24,6608,129600
38,5733,129600
26,7190,129600
80,1774,129600
93,6872,129600
60,3320,129600
3,4886,129600
12,4179,129600
22,8414,129600
87,2424,129600
32,3897,129600
41,4530,129600
88,9348,129600
68,1749,129600
97,5376,129600
6,5367,129600
38,4077,129600
28,3371,129600
20,4622,129600
34,7717,129600
33,64,129600
25,5655,129600
52,9845,129600
21,4889,129600
22,699,129600
26,1014,129600
4,1392,129600
96,2945,129600
45,3115,129600
70,7094,129600
5,7371,129600
73,4431,129600
25,3820,129600
46,3761,129600
56,7485,129600
21,1742,129600
63,8574,129600
61,8487,129600
37,5438,129600
30,8213,129600
71,1806,129600
5,3497,129600
37,137,129600
99,7481,129600
